BarCode,MRP,ItemName,Category,SubCategory,COMPANY,BRAND,UnitType
490002426,0,AXE DIMENSION DEO BODY SPRAY CAN 150ML,PERSONAL CARE,DEODARANTS,Unilever,AXE ,PC
490002431,0,AXE PULSE DEO BODY SPRAY CAN 150ML,PERSONAL CARE,DEODARANTS,Unilever,AXE ,PC
490002432,0,AXE UNLIMITED DEO BODY SPRAY CAN 150ML,PERSONAL CARE,DEODARANTS,Unilever,AXE ,PC
490002474,0,LIFEBUOY HW MILD CARE PUMP 200ML,PERSONAL CARE,LIQUID SOAPS,Unilever,LIFEBOUY ,PC
490002494,0,LUX STRAWBERRY & CREAM SOAP 100 GMFILL,PERSONAL CARE,BAR SOAPS,Unilever,LUX ,PC
490002877,0,VEET HRCSNTV.SKN 25G,PERSONAL CARE,DEPILATORY AIDS,RECKITT BENKISER,VEET ,PC
490002961,0,EVERDY 600 AAABP2C - BAT,HOME CARE,ELECTRICALS,eveready industries,EVEREADY ,PC
490003339,0,HIMALAYA DENTAL CREAM 100GM,ORAL CARE,TOOTH PASTE & GELS,HIMALAYA DRUG COMPANY,HIMALAYA ,PC
490003672,0,AYUR WALNUT&APRICOT FACE SCRB 100G TUBE,PERSONAL CARE,FACE CARE,3N PRODUCTS,AYUR ,PC
490003758,0,REXONA SOAP 150 GMFILL,PERSONAL CARE,BAR SOAPS,Unilever,REXONA ,PC
490003760,0,VASELINE BODY LOTION ALOE FRESH 300ML,PERSONAL CARE,"CREAMS, LOTIONS",UNILEVER,VASELINE ,PC
490003766,0,RIN FABRIC WHITENER (ALA BLEACH) 500ML,HOME CARE,FABRIC SOFTENER/LIQUID WASJ,Unilever,RIN ,PC
490003794,0,RIN BAR 155 GM FILL,HOME CARE,WASHING BARS,UNILEVER,RIN ,PC
490003860,0,WHISPER MAXI REGULAR 15S PADS,PERSONAL CARE,SANITARY PADS,P&G,WHISPER MAXI,PC
490003861,0,WHISPER MAXI EXTRA LARGE WING 15S PAD,PERSONAL CARE,SANITARY PADS,P&G,WHISPER MAXI,PC
490003877,0,H&S COOL MENTHOL SHAMPOO 170ML,PERSONAL CARE,SHAMPOO,P&G,HEAD & SHOULDER ,PC
490003907,0,TIDE DETERGENT POWDER 3.5KG PCH,HOME CARE,WASHING POWDERS,P&G,TIDE ,PC
490003979,0,ANNEFRENCH CREME HAIRREMVR ROSE40GM CBD,PERSONAL CARE,DEPILATORY AIDS,Wyeth Consumer Healthcare,ANNE FRENCH ,PC
490004006,0,AMUL KOOL CAF? 250ML CAN,BEVERAGES,OTHER DRINKS,GCMMF,AMUL ,PC
490004018,0,FA DEO SPICY BLACK 150ML,PERSONAL CARE,DEODARANTS,Jyothy Laboratories,FA ,PC
490004046,0,HENKO MATIC OXY POWER 1 KG,HOME CARE,WASHING POWDERS,Jyothy Laboratories,HENKO ,PC
490004050,0,MR WHITE FRESH LIME&BLU PWR 450GM PP,HOME CARE,WASHING POWDERS,Jyothy Laboratories,MR WHITE ,PC
490004177,0,MIRINDA ORANGE IN 2LT BTL,BEVERAGES,SOFT DRINKS,PEPSICO,MIRINDA ,PC
490004633,0,NUTRISSE HAIR COLOUR SHADE 3 DRKTBWN120M,PERSONAL CARE,HAIR COLOURS,L'OREAL,GARNIER NUTRISSE,PC
490004680,0,GARNIER FRUCTIS CONDIT DAMAGE CARE 180GM,PERSONAL CARE,CONDITIONERS,L'oreal,GARNIER FRUCTICS,PC
490004694,0,FRUCTIS LONG&STRONG SHAMPOO 200ML,PERSONAL CARE,SHAMPOO,L'OREAL,GARNIER FRUCTICS,PC
490004769,0,MESWAK TOOTH PASTE 100GM CBD,ORAL CARE,TOOTH PASTE & GELS,DABUR,MESWAK ,PC
490005141,0,REAL LITCHI NECTAR 200 ML,BEVERAGES,"JUICES, CONCENTRATES",DABUR,REAL ,PC
490005400,0,MILKFOOD GHEE 500 ML CBD,STAPLES,"BUTTER, GHEE ETC",MILKFOOD,MILKFOOD ,PC
490005659,0,BAMBINO MACARONI ELBOWS 180GM PP,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,BAMBINO AGRO,BAMBINO ,PC
490005726,0,MILKFOOD GHEE 5 LT TIN,STAPLES,"BUTTER, GHEE ETC",MILKFOOD,MILKFOOD ,PC
490005986,0,GLADE COUNTRY GARDEN 320ML,HOME CARE,AIR FRESHNERS,RECKITT BENKISER,GLADE ,PC
490006838,0,BAMBINO VERMICELLI 160 GM,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,BAMBINO AGRO,BAMBINO ,PC
490006839,0,BAMBINO MACARONI SHELL 180GM POUCH,PACKAGED FOODS,NOODLES / PASTA/ VERMICILLI,BAMBINO AGRO,BAMBINO ,PC
490007068,0,AMBIPUR BLUE OCEAN 300ML,HOME CARE,Air Freshners,P&G,AMBI PUR ,PC
490007374,0,MTR SPICED CHUTNEY POWDER 200 GM PP,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MTR FOODS,MTR ,PC
490007752,0,BISLERI 500 ML PET,BEVERAGES,WATER,bisleri international,BISLERI ,PC
490007865,0,KNORR H & S CHKN SP 47GM PP+CAPPUCCINO,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,UNILEVER,KNORR ,PC
490007924,0,PRIYA BIRYANI MASALA PASTE 100 GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,USHODAYA ENTERPRISES,PRIYA ,PC
490008112,0,AMUL KOOL CAF? 200 ML TETRA PACK,BEVERAGES,OTHER DRINKS,GCMMF,AMUL ,PC
490008313,0,HENKO STAIN CHAMPION OXY POWER 3 KG,HOME CARE,WASHING POWDERS,Jyothy Laboratories,HENKO ,PC
490008328,0,BREEZE MAGIC OF SCENT LIM 500G,PERSONAL CARE,BAR SOAPS,Unilever,BREEZE ,PC
490008341,0,FAIR AND LOVELY MULTI VITAMIN 50G,PERSONAL CARE,"CREAMS, LOTIONS",UNILEVER,FAIR&LOVELY ,PC
490008342,0,FAIR AND LOVELY MULTI VITAMIN 80G,PERSONAL CARE,"CREAMS, LOTIONS",UNILEVER,FAIR&LOVELY ,PC
490008406,0,PONDS WHITE BEAUTY FACIAL FORAM 100ML,PERSONAL CARE,FACE WASH,UNILEVER,PONDS ,PC
490008411,0,RIN REFRESH LEMON & ROSE POWDER 4 KG,HOME CARE,WASHING POWDERS,UNILEVER,RIN ,PC
490008480,0,PAMPERS DIAPER MEDIUM 5PCS,PERSONAL CARE,BABY PRODUCTS - DIAPERS,P&G,PAMPERS ,PC
490008483,0,PAMPERS DIAPER SMALL 5PCS,PERSONAL CARE,BABY PRODUCTS - DIAPERS,P&G,PAMPERS ,PC
490008497,0,HUGGIES TOTAL DIAPERS MEDIUM 40S,PERSONAL CARE,BABY PRODUCTS - DIAPERS,UNILEVER,HUGGIES ,PC
490008550,0,MAGGI TOMATO KETCHUP BOTTLE 24X500G IN,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MAGGI,MAGGI ,PC
490008712,0,ALL TIME DÉCOR TEA STRAINER 400131,HOME CARE,HOUSEHOLD AIDS,ALL TIME,ALL TIME ,PC
490009003,0,MTR SPICED CHUTNET POW 200G C,PACKAGED FOODS,"SAUCES, JAMS & SPREADS",MTR FOODS,MTR ,PC
490010269,0,AMUL FRS DAHI POUCH 500 G,DAIRY & FROZEN,DAIRY PRODUCTS,GCMMF,AMUL ,PC
490010277,0,AMUL SHRIKHAND MANGO 500G,PACKAGED FOODS,DESSERTS,GCMMF,AMUL ,PC
490010340,0,KWALITY WALLS IC MANGO ZAP,DAIRY & FROZEN,ICE CREAM,UNILEVER,WALLS ,PC
490010344,0,KWAL WALLS IC VIENETTACHOC,DAIRY & FROZEN,ICE CREAM,UNILEVER,WALLS ,PC
490010779,0,SAFFOLA SALT 1KG PP,STAPLES,SALT & SUGAR,MARICO,SAFFOLA ,PC
490011355,0,DOMEX HOME CLEANER THICK 500 ML,HOME CARE,FLOOR AND SURFACE CLEANERS,UNILEVER,DOMEX ,PC
490011358,0,SANTOOR WHTSOAP SUPERSAVER 4X100G FILLED,PERSONAL CARE,BAR SOAPS,WIPRO CONSUMER CARE,SANTOOR ,PC
490011597,0,BRITANNIA BOURBON 112G 60PP CBB,PACKAGED FOODS,BISCUITS,BRITANNIA,BOURBON ,PC
490011992,0,CAMLIN WAX CRAYON 12,HOME CARE,STATIONERY,KOKUYO CAMLIN,CAMLIN ,PC
490011993,0,CAMLIN WAX CRAYON 24,HOME CARE,STATIONERY,KOKUYO CAMLIN,CAMLIN ,PC
490011994,0,CAMLIN PLASTIC CRAYON 16,HOME CARE,STATIONERY,KOKUYO CAMLIN,CAMLIN ,PC
490011995,0,CAMLIN OIL PASTEL 12,HOME CARE,STATIONERY,KOKUYO CAMLIN,CAMLIN ,PC
490011996,0,CAMLIN WATER COLOUR CAKES 12,HOME CARE,STATIONERY,KOKUYO CAMLIN,CAMLIN ,PC
490011997,0,CAMLIN SKETCH PENS,HOME CARE,STATIONERY,KOKUYO CAMLIN,CAMLIN ,PC
490012569,0,UNIBIC BRADMAN CHOCO CHIP COOKIES 67GMPP,PACKAGED FOODS,BISCUITS,Unibic Biscuits India Private Limited,UNIBIC ,PC
490012649,0,CYCLE LIA ECO RAINBOW AGARBHATHI 200GM,HOME CARE,Agarbatti & Other pooja items,N. Ranga Rao & Sons,CYCLE ,PC
490012690,0,CYCLE ECO AGARBHATHI PKT 250GM,HOME CARE,Agarbatti & Other pooja items,N. Ranga Rao & Sons,CYCLE ,PC
490012732,0,SAFFOLA KARDI 5 LT PJ,STAPLES,COOKING OILS,MARICO,SAFFOLA ,PC
490012837,0,GILLETTE MACH3 CARTRIDGE 4,PERSONAL CARE,"MALE GROOMING - BLADES, CATRIDGES",P&G,GILLETTE MACH3,PC
490013651,0,LAOPALA COFFEE MUG 6PC FLORAL,HOME CARE,HOUSEHOLD AIDS,Laopala,LAOPALA ,PC
490013761,0,TREO CASCADE BEER MUG(2PCS),HOME CARE,HOUSEHOLD AIDS,TREO,TREO ,PC
490013855,0,SILVER JUSI GLASS 7II,HOME CARE,HOUSEHOLD AIDS,SILVER,SILVER ,PC
490013868,0,LAOPALA COFFEE MUGS TRENDS,HOME CARE,HOUSEHOLD AIDS,Laopala,LAOPALA ,PC
490013929,0,KVG SERVING TRAY MEDIUM,HOME CARE,HOUSEHOLD AIDS,KVG INDIA,KVG ,PC
490013949,0,SILVER FANTA GLASS 1,HOME CARE,HOUSEHOLD AIDS,SILVER,SILVER ,PC
490013950,0,SILVER FANTA GLASS 2,HOME CARE,HOUSEHOLD AIDS,SILVER,SILVER ,PC
490013951,0,SILVER FANTA GLASS 3,HOME CARE,HOUSEHOLD AIDS,SILVER,SILVER ,PC
490014003,0,ANJALI FANTASTIQ SMALL DELUXE,HOME CARE,HOUSEHOLD AIDS,UNBRANDED,ANJALI ,PC
490014039,0,ANJALI LEMON SQUEEZER LARGE,HOME CARE,HOUSEHOLD AIDS,UNBRANDED,ANJALI ,PC
490014128,0,ANJALI 4 IN 1 SCRAPER,HOME CARE,HOUSEHOLD AIDS,UNBRANDED,ANJALI ,PC
490014137,0,ANJALI PEELER CUM SCRAPPER NO. 2,HOME CARE,HOUSEHOLD AIDS,UNBRANDED,ANJALI ,PC
490015352,0,BRUT MUSK DEO 200ML,PERSONAL CARE,DEODARANTS,UNILEVER,BRUT ,PC
490015353,0,BRUT IDENTITY DEO 200ML,PERSONAL CARE,DEODARANTS,UNILEVER,BRUT ,PC
490015354,0,BRUT ORIGINAL DEO 200ML,PERSONAL CARE,DEODARANTS,UNILEVER,BRUT ,PC
490015356,0,BRUT OCEANS DEO 200ML,PERSONAL CARE,DEODARANTS,UNILEVER,BRUT ,PC
490015415,0,WIRE NAILS 12G X 2,HOME CARE,HOUSEHOLD AIDS,WIRE,WIRE ,PC
490015419,0,GODREJ NAVTL 5L 2KEY,HOME CARE,HOUSEHOLD AIDS,GODREJ CONSUMER PRODUCTS,GODREJ ,PC
490015420,0,GODREJ FREEDM 5L 2KY,HOME CARE,HOUSEHOLD AIDS,GODREJ CONSUMER PRODUCTS,GODREJ ,PC
490015421,0,GODREJ FREEDM 6L 2KY,HOME CARE,HOUSEHOLD AIDS,GODREJ CONSUMER PRODUCTS,GODREJ ,PC
490015446,0,CLEAR BULB 40W OSRAM,HOME CARE,ELECTRICALS,OSRAM,OSRAM ,PC
490015447,0,CLEAR BULB 60W OSRAM,HOME CARE,ELECTRICALS,OSRAM,OSRAM ,PC
490015448,0,CLEAR BULB100W OSRAM,HOME CARE,ELECTRICALS,OSRAM,OSRAM ,PC
490015466,0,EVEREADY TOR MOBILE,HOME CARE,ELECTRICALS,eveready industries,EVEREADY ,PC
490015469,0,EVEREADY TOR RANGOLI,HOME CARE,ELECTRICALS,eveready industries,EVEREADY ,PC
490015470,0,EVERDY HILITE (E2-40) CARTON-FLASHLIGHT,HOME CARE,ELECTRICALS,eveready industries,EVEREADY ,PC
490015555,0,7 O CLOCK P II RAZOR,PERSONAL CARE,"MALE GROOMING - BLADES, CATRIDGES",P&G,GILLETTE 7 O'CLOCK,PC
490015606,0,GILLETTE PRESTO 1 RAZOR,PERSONAL CARE,"MALE GROOMING - BLADES, CATRIDGES",P&G,GILLETTE PRESTO,PC
490015647,0,GILLETTE VECTOR T/BLADE 4,PERSONAL CARE,"MALE GROOMING - BLADES, CATRIDGES",P&G,GILLETTE VECTOR,PC
490015739,0,BAYGON HAND SPARY PUMP SML,HOME CARE,"REPELLANTS - MOSQUITE, INSECT",S C JOHNSON,BAYGON ,PC
490015745,0,REXONA CUCUMBER SOAP 100G,PERSONAL CARE,BAR SOAPS,Unilever,REXONA ,PC
490015800,0,HENKO STAIN CHAMP BAR 250 GM,HOME CARE,WASHING POWDERS,Jyothy Laboratories,HENKO ,PC
490015851,0,EVA PERF.SWEET DEO SPR 125ML,PERSONAL CARE,DEODARANTS,TTK HEALTHCARE,EVA ,PC
490015876,0,PONDS DREAMFLOWER TALC 100GM,PERSONAL CARE,TALCUM POWDER,UNILEVER,PONDS ,PC
490015988,0,SURF EXCEL EASY WASH 500 GM,HOME CARE,WASHING POWDERS,UNILEVER,SURF EXCEL ,PC
490016140,0,BRYL WETLOOK GEL 60GM TUB,PERSONAL CARE,HAIR OIL,UNILEVER,BRYLCREEM ,PC
490016146,0,BRYL WETLOOK GEL 100GM JAR,PERSONAL CARE,HAIR OIL,UNILEVER,BRYLCREEM ,PC
490016296,0,PRIYA MANGO PICKLE 300GM BTL,PACKAGED FOODS,PICKLES,USHODAYA ENTERPRISES,PRIYA ,PC
490016368,0,SHAKTI BHOG ATTA 5 KG PP,STAPLES,WHEAT,SHAKTI BHOG FOODS,SHAKTI BHOG ,PC
490016369,0,SHAKTI BHOG ATTA 10 KG PP,STAPLES,WHEAT,SHAKTI BHOG FOODS,SHAKTI BHOG ,PC
490016419,0,ADIDAS MAN BLUE CHALLENGE DBS CAN 150ML,PERSONAL CARE,DEODARANTS,COTY,ADIDAS ,PC
490020565,0,TIGER BALM RED 18 GM,HOME CARE,OTC - PAIN RELIEF,tiger balm,TIGER ,PC
490020568,0,TIGER BLM WHITE 18 GM,HOME CARE,OTC - PAIN RELIEF,tiger balm,TIGER ,PC
490020638,0,VICKS VAPORUB 25 GM,HOME CARE,OTC - PAIN RELIEF,P&G,VICKS ,PC
490020639,0,VICKS VAPORUB 50 GM,HOME CARE,OTC - PAIN RELIEF,P&G,VICKS ,PC
490020654,0,DUREX PLEASUREMAX 10,PERSONAL CARE,MENS NEEDS,DUREX,DUREX ,PC
490020656,0,DUREX SENSATION 10'S,PERSONAL CARE,MENS NEEDS,DUREX,DUREX ,PC
490020687,0,KAMASUTRA DOTTED 20,PERSONAL CARE,MENS NEEDS,J K ANSELL,KAMASUTRA ,PC
490020690,0,KAMASUTRA RIBBED 10,PERSONAL CARE,MENS NEEDS,J K ANSELL,KAMASUTRA ,PC
490020697,0,KAMSUTRA INTENSTY 10,PERSONAL CARE,MENS NEEDS,J K ANSELL,KAMASUTRA ,PC
490020699,0,KS SUPER THIN 10,PERSONAL CARE,MENS NEEDS,J K ANSELL,KAMASUTRA ,PC
490020702,0,AMRUTANJAN BALM STD. YELLOW 9 GM,HOME CARE,OTC - PAIN RELIEF,AMRUTANJAN,AMRUTANJAN ,PC
490020704,0,AMRUTANJAN BALM STD. YELLOW 45 GM,HOME CARE,OTC - PAIN RELIEF,AMRUTANJAN,AMRUTANJAN ,PC
490020706,0,AMRUTANJAN STRONG PAIN BALM 30 ML,HOME CARE,OTC - PAIN RELIEF,AMRUTANJAN,AMRUTANJAN ,PC
490020709,0,AMRUTANJAN ROLL ON 10ML,HOME CARE,OTC - PAIN RELIEF,AMRUTANJAN,AMRUTANJAN ,PC
490020745,0,DERMICOOL LAV 150GM,PERSONAL CARE,TALCUM POWDER,RECKITT BENKISER,DERMI COOL ,PC
490020746,0,DERMICOOL MINT 150GM,PERSONAL CARE,TALCUM POWDER,RECKITT BENKISER,DERMI COOL ,PC
490020747,0,DERMICOOL SAN 150 GM,PERSONAL CARE,TALCUM POWDER,RECKITT BENKISER,DERMI COOL ,PC
490021632,0,AMUL LITE 500GM,STAPLES,"BUTTER, GHEE ETC",GCMMF,AMUL ,PC
490024668,0,BAJAJ JUICER MIXER GRINDER JX 5,HOME CARE,HOUSEHOLD AIDS,BAJAJ ELECTRICALS,BAJAJ ,PC
490024670,0,BAJAJ JUICER MIXER GRINDER JX 10,HOME CARE,HOUSEHOLD AIDS,BAJAJ ELECTRICALS,BAJAJ ,PC
490024686,0,BAJAJ RICE COOKER MAJESTY RCX 5,HOME CARE,HOUSEHOLD AIDS,BAJAJ ELECTRICALS,BAJAJ ,PC
490030879,0,CRUNCHIES RUBBERBANDS CHILDREN11,HOME CARE,HOUSEHOLD AIDS,CRUNCHIES,CRUNCHIES ,PC
490054561,0,BARE ESS EXTENDABLE BRAIDED BACK SCRUBBR,HOME CARE,HOUSEHOLD AIDS,IFBC INDIA,BARE ESSENTIALS ,PC
490054562,0,BARE ESSENTIALS LUXURY BATH SPONGE,HOME CARE,HOUSEHOLD AIDS,IFBC INDIA,BARE ESSENTIALS ,PC
490054565,0,BARE ESSENTIALS SISAL BATH BRUSH,HOME CARE,HOUSEHOLD AIDS,IFBC INDIA,BARE ESSENTIALS ,PC
490054566,0,BARE ESS 100 % NATURAL LOOFAH,HOME CARE,HOUSEHOLD AIDS,IFBC INDIA,BARE ESSENTIALS ,PC
490054568,0,BARE ESSENTIALS FOOTBRUSH PUMICE STONE,HOME CARE,HOUSEHOLD AIDS,IFBC INDIA,BARE ESSENTIALS ,PC
490054569,0,BARE ESSENTIALS PEDICURE FILE,HOME CARE,HOUSEHOLD AIDS,IFBC INDIA,BARE ESSENTIALS ,PC
490054572,0,BARE ESSENTIALS DETANGLING HAIR BRUSH,HOME CARE,HOUSEHOLD AIDS,IFBC INDIA,BARE ESSENTIALS ,PC
490055922,0,POND'S AGE MIRACLE FACIAL FOAM 100ML,PERSONAL CARE,FACE WASH,UNILEVER,PONDS ,PC
490056633,0,BAYGON INSECTICIDE-CIK 425ML R130P,HOME CARE,"REPELLANTS - MOSQUITE, INSECT",S C JOHNSON,BAYGON ,PC
490056634,0,BAYGON INSECTICIDE-FIK 425ML,HOME CARE,"REPELLANTS - MOSQUITE, INSECT",S C JOHNSON,BAYGON ,PC
490057174,0,MOTHER R PUN TEKHA MANGO PICKL400GMBTL,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
490059256,0,DOVE HT DAILY SHINE SHAMPOO 180 ML,PERSONAL CARE,SHAMPOO,Unilever,DOVE ,PC
490059279,0,HUGGIES CARE DIAPERS LARGE- 8'S,PERSONAL CARE,BABY PRODUCTS - DIAPERS,UNILEVER,HUGGIES ,PC
490062506,0,GODREJ MWO STARTUP KIT,HOME CARE,HOUSEHOLD AIDS,GODREJ CONSUMER PRODUCTS,GODREJ ,PC
490069977,0,CATCH JALJEERA 100 GM CBD,STAPLES,MASALAS,Dharampal Satyapal Ltd.,CATCH ,PC
490070576,0,CHAMRIA MANGOLA 100 G JAR,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,nandlal,CHAMRIA ,PC
490074229,0,VADILAL QUICK TREAT RUMALI ROTI 240GMS,DAIRY & FROZEN,FROZEN PRODUCTS,VADILAL GROUP,VADILAL ,PC
490080579,0,BRITANNIA TIGER PINEAPPLE CREAM 71G,PACKAGED FOODS,BISCUITS,BRITANNIA,TIGER ,PC
490080710,0,MUKTI AGARBATTI SANDAL 125 GRAMS,HOME CARE,Agarbatti & Other pooja items,MUKESH INDUSTRIES,MUKTI ,PC
490081028,0,GILLETTE MACH 3 RAZOR,PERSONAL CARE,"MALE GROOMING - BLADES, CATRIDGES",P&G,GILLETTE MACH3,PC
490081126,0,HENKO STAIN CHAMPN MATIC OXY POWER 500G,HOME CARE,WASHING POWDERS,Jyothy Laboratories,HENKO ,PC
490081527,0,PARLE KISMI TOFFEE 232GM,PACKAGED FOODS,CHOCOLATE & CONFECTIONARIES,PARLE PRODUCTS,KISMI ,PC
490081814,0,SNL TRD SNEH DHOOP STICK 20,HOME CARE,Agarbatti & Other pooja items,SNL TRADING,SNEH ,PC
490082164,0,YARDLEY RED ROSE TALC 200G TI,PERSONAL CARE,TALCUM POWDER,WIPRO CONSUMER CARE,YARDLEY ,PC
490087302,0,MOTHER'S GARLIC PASTE 100 GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
490087304,0,MOTHER'S GINGER GARLIC PASTE 100 GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
490087752,0,BRITANNIA MARIEGOLD BISCUIT 63 GM PP,PACKAGED FOODS,BISCUITS,BRITANNIA,MARIE GOLD ,PC
490087791,0,LIFEBUOY HW COOL FRESH PUMP 200 ML,PERSONAL CARE,LIQUID SOAPS,Unilever,LIFEBOUY ,PC
490088383,0,MOTHER MANGO PICKLE 500 GM,PACKAGED FOODS,PICKLES,MOTHERS RECIPE,MOTHERS RECIPE ,PC
490088665,0,TARLA D VAN.CAKE MIX 300 GM C,PACKAGED FOODS,BAKING/DESSERT PREP,INTERNATIONAL BEST FOODS,TARLA DALAL ,PC
490091717,0,SNL TRD SIDDHI SAMAI WATI SPL. 10 GM,HOME CARE,Agarbatti & Other pooja items,SNL TRADING,SNL ,PC
490093772,0,BRITANNIA TIGER BUTTERSCOTCH CREAM 71G,PACKAGED FOODS,BISCUITS,BRITANNIA,TIGER ,PC
490093774,0,BRITANNIA TIGER STRAWBERRY CREAM 71G,PACKAGED FOODS,BISCUITS,BRITANNIA,TIGER ,PC
490094196,0,RASNA 32 GLASS MG CBD,BEVERAGES,"JUICES, CONCENTRATES",RASNA INTERNATIONAL,RASNA ,PC
490094419,0,AMUL MINI PIZZA 120 GMS,DAIRY & FROZEN,DAIRY PRODUCTS,GCMMF,AMUL ,PC
490098915,0,RUCHII NO 1 VANASPATI 500 ML PP,STAPLES,COOKING OILS,Ruchi Soya Industries,RUCHI NO 1 ,PC
490106963,0,CELLO-COOL SIPPER -WATER BOTTLE 800 ML,HOME CARE,HOUSEHOLD AIDS,cello wimplast,CELLO ,PC
490106998,0,CELLO-MUNCH-LUNCH PACK BIG,HOME CARE,HOUSEHOLD AIDS,cello wimplast,CELLO ,PC
490115911,0,DIVINE ORGANIC RAJMA 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115912,0,DIVINE ORGANIC RAJMA CHITRA 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115913,0,DIVINE ORGANIC URD WHOLE 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115914,0,DIVINE ORGANIC URD DAL 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115915,0,DIVINE ORGANIC URD DAL DHULI 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115916,0,DIVINE ORGANIC SOYA BEAN WHITE 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115917,0,DIVINE ORGANIC SOYABEAN BLACK 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115918,0,DIVINE ORGANIC TUR DAL / ARHAR 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115920,0,DIVINE ORGANIC MOONG WHOLE 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115921,0,DIVINE ORGANIC MOONG DAL 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115923,0,DIVINE ORGANIC LOBIA / COWPEA 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115924,0,DIVINE ORGANIC CHANA 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115925,0,DIVINE ORGANIC CHANA DAL 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115926,0,DIVINE ORGANIC KULATH / GAHAT 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115927,0,DIVINE ORGANICMASOOR DAL 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115928,0,DIVINE ORGANIC MASOOR WHOLE 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490115929,0,DIVINE ORGANIC MASOOR MALKA 500GM PP,STAPLES,DAL & PULSES,DIVINE AGRO,DIVINE ORGANIC ,PC
490116894,0,CAMLIN OIL PASTEL 25 ASSRT,HOME CARE,STATIONERY,KOKUYO CAMLIN,CAMLIN ,PC
490122506,0,ALL TIME TEA STRAINER NO 3 400021,HOME CARE,HOUSEHOLD AIDS,ALL TIME,ALL TIME ,PC
490122647,0,HARAT-BONE CHINA COFFEE MUG L SERIES,HOME CARE,HOUSEHOLD AIDS,IMPORTED,HARAT-BONE ,PC
490126265,0,REVIVE LIQUID 215GM-R,HOME CARE,FABRIC SOFTENER/LIQUID WASJ,MARICO,REVIVE ,PC
490126279,0,AMRUTANJAN MAHA INHALER,HOME CARE,OTC OTHERS,AMRUTANJAN,AMRUTANJAN ,PC
490126280,0,CAL.SANDOZ SOFTCHEW T 30 CHOCOLATE,HOME CARE,OTC OTHERS,SANDOZ,CALCIUM SANDOZ ,PC
490131206,0,ACCURA GEOMETRY BOX,HOME CARE,STATIONERY,ACCURA,ACCURA ,PC
490156433,0,DABUR HOMMADE GINGER 200 GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,DABUR,HOMMADE ,PC
490156434,0,DABUR HOMMADE GARLIC 200 GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,DABUR,HOMMADE ,PC
490156437,0,DABUR HOMMADE GINGER GARLIC 200 GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,DABUR,HOMMADE ,PC
490156438,0,DABUR HOMMADE TAMARIND 200 GM PP,PACKAGED FOODS,READY TO COOK / INSTANT MIXES,DABUR,HOMMADE ,PC
490162325,0,VANISH SHAKTI O2 240G,HOME CARE,WASHING POWDERS,RECKITT BENKISER,VANISH ,PC
490162326,0,VANISH SHAKTI O2 450G,HOME CARE,WASHING POWDERS,RECKITT BENKISER,VANISH ,PC
490162344,0,LIFEBOUY NATURE 60 GM FILL,PERSONAL CARE,LIQUID SOAPS,Unilever,LIFEBOUY ,PC
